Text,Emotion
i don t feel successful if that makes sense,neutral
i don t feel that fake happy i have felt before,happy
i don t feel the issue is resolved,neutral
i don t have any issues with the obvious i went chinese with them yesterday and i wasn t feeling hostile towards any of them,neutral
i don t i risk feeling vulnerable the feeling that everyone is staring at me and examining every little dimple in my thigh and sag in my arm,neutral
i don t know i feel so depressed every time i speak to her it s crazy i don t know why i don t envy her i don t wish i was like her or whatsoever like it happened to me sometimes when i am with some people,sad
i don t know i just had this gut feeling and it just really bothered me he said,neutral
i don t know if happy is the word for it but i m definitely feeling more pleasant than i have for a while,happy
i don t know if i can find a word to describe that heavy feeling of the seriousness of the content of the memories,happy
i don t know if i m unable to sleep right now because i am experiencing a moment of dramatic humility or because i feel enraged,angry
i don t know if this is normal for it to sort of stop working but i am starting to feel slightly discouraged,angry
i don t know what i want in my life at the moment and even though things are really good and stable in many ways i still don t feel content with it,happy
i don t know what to do about it or how to do it almost feeling angry within myself that i can t do something tangible and pragmatic to help my sisters,angry
i don t know why i am feeling so sarcastic tonight but christian seems to enjoy my banter and every time seth apologizes for my behavior christian tells him it s quite alright and locks eyes with me,happy
i don t know why i can t manage to stay off it anymore because it s almost a bit sadist to keep seeing people having fun or pretending to have fun when i m feeling so shitty,sad
i don t know why i m mad or just sad a little or just feeling totally horrible right now but i think it goes along the lines of having stayed in the same place for a long time and never having the courage to move,sad
i don t know why it is that i feel awkwardly hesitant to return to melbourne,neutral
i don t mean that i feel so inadequate and outraged as to feel the need to go out disproving the existence of any gods i just mean that so far nothing has swayed me on that front,angry
i don t particularly have too much to say on it as it works well but doesn t particularly feel like it s something very clever or new,neutral
i don t understand why i m feeling so unhappy,happy
i don t understand why musicians sometimes feel inhibited,neutral
i don t want my blog to be completely full of i cannot get my emails but that is how i feel i am frustrated and sad and feel like i am letting everyone down by not being able to respond,sad
i don t want to end my year feeling bitter and angry on how things turned out to be,angry
i don t want to feel annoyed resentful or angry at the fact that he s already had the experience of having and raising kids,angry
i don t want to feel dissatisfied i want to feel happy and fulfilled i don t want to feel i am lacking of something or nothing at all life would be so emptied,happy
i don t want to waste my days feeling fearful or angry,angry
i don t whoop and holler unless there s a special occasion going on but i was feeling suitably jubilant and a tad proud so out came the somewhat constipated yhhhay,neutral
i dont blame it all to them and im not angry at them infact i feel fairly sympathetic for them,angry
i dont enjoy it but when they come into the room sit down on the floor beside my head as i am panting through the th leg lift and they start chatting their eyes sparkling with happiness i feel a little embarrassed that i am so out of shape,happy
i dont enjoy this shit and i dont want to feel heartless,happy
i dont even know how to describe how i feel its like im sad but i can understand his decision but i cant control myself to not be mad at him,sad
i dont even know how to express how it made me feel these kids were so appreciative of the fact that we were coming there and it was very heavy to think that maybe our music gave them a little something to grasp on to,neutral
i dont even miss him anymore and that is sad cause i never thought i could feel this way without him but ive been tortured enough and its nice to see some sunshine in my life after all these yrs and i didnt realize i was in such a horrid relationship until i could breath by myself,sad
i dont hallucinate instead i slowly continue along my little path until i feel needlessly violent and overly happy about it,happy
i dont hate them i feel sad for their foolishness before god and humankind,sad
i dont have any real bad memories of growing up but i feel a strange sadness there too,sad
i dont have money and then im essentially paying him back but i feel super sad about it,sad
i dont have to buy it in tubs which feels vile,neutral
i dont hear from you i feel like this insert gloomy picture but when i get an email from you i feel like this insert happy picture,happy
i dont know about you guys but i still have days where i feel rage and hatred towards those who abused hamlet and exposed him to things no child should have to bear,angry
i dont know how fair wilburs judgment of plath is and i feel empathy for her suffering and sadness that she lost her battle one that i know is brutal,sad
i dont know how long do i have to take to not feel heartbroken how long do i have to continue shedding tears how long do i need to take to move on or how long would i have to take the courage to face you with a smile from the bottom of my heart,angry
i dont know i am too depressed to even feel excited,sad
i dont know i feel like sueing bastards who stick up for him instead of victims for gods sake even the elders were supportive to my face and one of them said he would be very angry with anyone who said my girl made it up,angry
i dont know i have this one feeling that i feel isolated on twitter well nobody were isolating me i just felt like among those who were having convos together im the only one who keep talking about how i am happy the drama ive been following was updating their new episode,happy
i dont know if you guys can relate but i always like to feel welcomed and see a smiling face when im having a spa treatment,neutral
i dont know im not any better or anything that i have been and if i actually think about stuff i feel extremely discontent,happy
i dont know its language i feel excluded and disadvantaged,sad
i dont know what else to do at this point i feel hopeless and i hope im wrong by feeling so discouraged after this city council meeting,angry
i dont know what else to say other than that i am truly happy with my life now and have made a promise to myself that i will no longer give myself anything to feel regretful for in the future,happy
i dont know what i can say to them now they look like innocent but inside i feel so confuse i am angry and empathetic with their emotion,angry
i dont know what i feel scared sad relieved or happy,sad
i dont know what it is but i have been feeling less paranoid,neutral
i dont know who i like i feel so bitchy and flirty,neutral
i dont know who wrote the following little note but this is how i feel today if u r offended by the following posting then you obviously have not lived long enough to be compromised on how you act or believe,neutral
i dont know why but i feel so unhappy with aspects of this picture,happy
i dont know why i feel so unbelievably outraged about this issue but i do,angry
i dont know why whenever im with you i see through your eyes and i can feel that you are feeling sad deep in you,sad
i dont like pain i observed the fish as they died feeling sad they were calm and accepting of their situation,sad
i dont like the way i feel when i am angry,angry
i dont regret joining the army but after giving up so much and wanting to join so bad i still have feelings that range from melancholy to borderline full on depression about how i fucked up so bad,sad
i dont sense that i am feeling enraged until i throw something but i am getting better at recognizing the signs,angry
i dont sink into a major depression as the days grow shorter and winter settles in i do tend to feel a little melancholy from the time the leaves fall off the trees and baseball ends until about oh the macys thanksgiving parade,sad
i dont sleep more and i am still waking a am but what this does is help me get off to sleep quicker and i feel like i am going into a deeper more relaxed sleep,neutral
i dont want him to know how unhappy i am right now because i feel like we are all coming second to his work and that is a shitty feeling,happy
i doubt that i will ever have to sit in the back of a conversation about israel feeling useless and helpless but more importantly angry because i couldn t defend israel when i wanted to,angry
i drafted this post at least a month ago and now i m feeling quite uncertain about it,neutral
i drank a double americano from cafe strada and now i feel enraged at the world,angry
i dream of jeannie i could still feel the violent grip of his hands on my shoulders,neutral
i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,neutral
i drive past a window seeing the beautiful clothes the feeling of being fabulous fills me with joy,happy
i drove home i was aware of feeling not like myself and then she called to ask if i was ok,neutral
i drove to class i was feeling a little apprehensive but still no sweat,neutral
i dun feel angry,angry
i dun feel as enraged as b feel dissapointed and im over it,angry
i dunno how it feels to be completely happy the real world has taught me about struggle but what i m going thru is nothing close to struggle,happy
i dunno the word im even looking for i guess because im not exactly how i feel im selfish i know,neutral
i eat and dont exercise the more i hide away the more the weight piles on and the more i loath myself and feel unhappy and press repeat,happy
i eat no one noticing if im feeling depressed,sad
i empathize with everyone who is feeling outraged i have to conclude reserving the right to change my mind completely that the life sentence is all told probably for the best,angry
i empathize with the feeling of being dissatisfied not where i want to be but no i dont feel that way,neutral
i encourage them to date themselves they typically greet me with a myriad of excuses they feel like everyone will stare at them theyre afraid to be alone with their thoughts they dont have the time they feel like theyll look too fat too weird too lonely,angry
i encourage uplift and care for students when i am feeling beaten up by life,angry
i encourage you to speak your truth and there is nothing wrong with telling the other person i did not like that interaction or i feel like we can communicate in a less hostile manner something along those lines,angry
i end up feeling like i cant bring up anything that i am unhappy about,happy
i end up getting unwanted attention from boys i want little to do with or ill be sort of starting something with a boy then find myself flirtiing with others in his presence or ill feel really insincere around boys that i do like,neutral
i ended up changing my clothes and laying in bed with my eyes closed for the next hour and eventually i started to feel better,neutral
i ended up feeling pissed off myself that as soon as i state a fairly obvious truth d gets angry with me,angry
i ended up spending most of the day moping around the house feeling depressed probably because im sick and didnt get enough sleep,sad
i enjoy about maintaining a website on my own is the opportunity to change it when i feel inspired to do so,happy
i enjoy all of these aspects of my life it is hard at times to not feel completely overwhelmed,happy
i enjoy being frugal it makes me feel i don t know virtuous,happy
i enjoy being in a place that i can feel the spirit and even though institute is casual there is a closeness that cant compare,happy
i enjoy my life and wish to help as many people as possible to feel fabulous about themselves but i can only show the way,happy
i enjoy myself a happy ending but i can live without one as long as my questions are answered and i feel the story is resolved,happy
i enjoy some metal most of the time i prefer music that calms me or at least makes me feel something calm like sadness or contentment,sad
i enjoy the challenge and feel amazing when i make a connection with my students,happy
i enjoy the challenge of perfecting a recipe and the feeling of creating something sweet unique and delicious,happy
i enjoy things i feel passionate about things that have made me feel elated and optimistic etc,happy
i enjoy this one so much so that every once in a while i feel strange that i get paid for what i like doing,happy
i enjoy those tasks i occasionally feel resentful about the fact that his interest in cooking begins and ends with putting a frozen veggie burger in the toaster oven,happy
i enjoy watching this show because it makes me feel like i m part of a glamorous group,happy
i enjoy wearing weaves and extensions i still end up feeling fake,happy
i enjoy writing it with micro specialties in travel and food if i feel like writing about the idiotic buzzwords i hear in meetings i can,happy
i enjoyed all of these books i didnt feel any of them were rushed and put together quickly,happy
i enjoyed dancing and moving and after each class i feel invigorated and refreshed,happy
i enjoyed deceiving people because it made me feel clever,happy
i enjoyed every minute of it but i could never shake the feeling of how messy and thrown together it all feels,happy
i enjoyed the feeling of belonging and the sense that i was recognised and somehow valuable,happy
i enjoyed this piece it sounded well put together and everyone played great on this but i feel that the ending was to rushed causing some notes sound off,happy
i enjoyed today because hes a darling but its a long time since ive backed a horse and i have to admit to feeling a little hesitant as to where to go from here,happy
i enjoyed today because hes a darling but its a long time since ive backed a horse and i have to admit to feeling a little hesitant as to where to go from here,happy
i entered the temple feeling vaguely terrified,neutral
i escape to the end of the beach and spend an hour or two just reading then jumping in the sea to cool off over and over until i feel perfectly content,happy
i eschew that light when i actively push it away i feel lonely depressed afraid,sad
i even had a deep feeling for alaska and the cold and snowy and yet big open land with the pine trees and mountains but im destined to live in southern california,neutral
i even if she recollections the quondam even if she that touch of grief we can feel her in the enjoyment of such a sorrowful a href http www,happy
i even said im feeling melancholy thats weird,sad
i ever feel anymore is when one of us gets angry,angry
i ever feel slighted or wronged by the exchange in any way i know ill have an army of angry republicans marching to my defense as they have been wont to do of late,angry
i expect and i feel content with that,happy
i expect by this time next year we wont care but im feeling all kinds of sad for the soon to be made redundant yves,sad
i expect my husband and i to have intimacy as many times described by society and it is not achieved then i could feel disappointed discourage and unhappy only because i haven t reach my expectations it is part of human nature,happy
i expect ou to win but i feel there strongest competition will be a pretty talented and experienced ok state squad,neutral
i expected to feel but did not inexplicably was remorse or even ambivalence i m slightly embarrassed to admit i felt absolutely terrific unambiguously happy,happy
i expected to feel thrilled happy released or even just relieved,happy
i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,neutral
i experience any feeling other than sadness and hurt,sad
i express my feelings whether mad happy moody sad hate and other emotions,sad
i extraordinarily depressed but im also feeling extremely agitated,sad
i family today priyanka vadra is feeling outraged since her husband is being accused of ma,angry
i fear that other people ask me about my feelings i am most reluctant to talk about things,neutral
i feared i would feel resentful of her or this process but i dont and i am so happy about that,happy
i feel a bit angry tonight after having listened to the news about the old man whose wife died and the carer who subsequently worked for him privately afterwards sued him for redundancy,angry
i feel a bit annoyed and antsy in a good way,neutral
i feel a bit depressed studying now a days,sad
i feel a bit discouraged over the last week,angry
i feel a bit frustrated with myself as i know i m not getting out of my dogs in the ring or at training if i m honest at moment due to me but i ll continue to do the remaining shows i ve entered until the end of july as long as we re all enjoying it,happy
i feel a bit like franz liebkind in the producers not many people know it but the fuhrer was a terrific dancer,neutral
i feel a bit outraged and angry at how stupid people have gotten,angry
i feel a bit pissed off because we went first,neutral
i feel a bit rude writing to an elderly gentleman to ask for gifts because i feel a bit greedy but what is christmas about if not mild greed,neutral
i feel a bit strange publishing these beautiful photos,neutral
i feel a bit sympathetic towards him too the sad thing is i dont know if i would if he was my pastor img src http www,sad
i feel a bit unhappy,happy
i feel a delicious wave of melancholy edged with sharp anticipation,sad
i feel a gentle but deep curiosity about what makes you happy,happy
i feel a keen sense of sadness and loss that it isnt happening today,sad
i feel a kind of sadness for the television shows and popular culture push for birth mothers who havent finished school and have no real means of support to keep their babies,sad
i feel a little bit envious and iam still waiting for my own little angel to come i am honestly happy for my kuya,happy
i feel a little bit frightened of islam,neutral
i feel a little bit melancholy the holiday is over i am tired and perhaps a little burned out,sad
i feel a little bit weird,neutral
i feel a little grumpy perhaps because its cold and damp typical british weather or because a client is never at home to pay his fee feeling anxious about tax or simply morning blues to say i have joy in jesus christ would not be well backed up by personal reality would it,happy
i feel a little jealous but sincerely over joyed for you too,happy
i feel a little jealous of how connected they feel and how much they enjoy their bodies,happy
i feel a little melancholy,sad
i feel a little melancholy for my family out west,sad
i feel a little melancholy grumpy and horrible ive been to people i like and am fond of,sad
i feel a little stressed as well as sad,sad
i feel a little uptight because i have to really be conscious and careful about everything that happens,neutral
i feel a little useless and sad,sad
i feel a lot frustrated to get this over but nothing could really stop me from feeling this horrible thing in my life even myself couldnt start to make myself happy again,happy
i feel a lot less angry and im saying stuff out loud and im letting anger out like today in our last session when i taught the quack a lesson cause he said im not progressing said i wasnt moving forward so i said lets see how you move without your fucking legs,angry
i feel a lot less depressed,sad
i feel a lot of guilt over making others unhappy with all of this,happy
i feel a lot of positive intention behind it,neutral
i feel a lot of pressure but i am determined to finish them so that i can visit my sister in may with a clear conscience,neutral
i feel a part of the family of the universe rather than fearful of it,neutral
i feel a responsibility but instead of feeling depressed,sad
i feel a sad twinge in my heart because i know its not going to happen and i really want to hold onto the memories of those people forever,sad
i feel a sense that perhaps i should be enraged by many things that have happened over the last fifteen months or so but i am not,angry
i feel a strange sadness because the downhill spiral will continue only faster and there is nothing we can do,sad
i feel a wave of sadness for all that lost time i spent holding the wrong hand,sad
i feel a whisper a friendly voice start to rise indulge until your hearts content and pay no mind,happy
i feel about gift cards they re after thoughts and rude,neutral
i feel about it and she doesnt notice that im unhappy,happy
i feel about it mark how one string sweet husband to another strikes each in each by mutual ordering resembling sire and child and happy mother who all in one one pleasing note do sing,happy
i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth,sad
i feel absolutely outraged at not having under my firm control is the fact that i have nothing under my firm control,angry
i feel absolutely overwhelmed by it,neutral
i feel accepted i feel important i feel alive i feel worthy i feel happy,happy
i feel afraid or angry,angry
i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,neutral
i feel agitated and angry yet still hopeful and peaceful at the same time,angry
i feel agitated sad and defeated,sad
i feel all bouncy and happy and thinking about him makes me forget about the rest,happy
i feel all mellow and calm,neutral
i feel almost angry about it bored frustrated useless,angry
i feel almost angry that i have been fed like a lab rat for so many years,angry
i feel almost outraged that such a crap day should fall on my most favourite of days,angry
i feel almost outraged that such a crap day should fall on my most favourite of days,angry
i feel alone lost sad and confused sometimes,sad
i feel ambiguously about leaving me confused and so sad in their wake,sad
i feel amused at the absurdity of it all,neutral
i feel and hes so stubborn and mean and all i am is sad,sad
i feel and i hope you enjoy them and follow along through my troubled life,happy
i feel and make me worry less live life more carefree and make me less depressed anxious,sad
i feel anger disbelief sadness and im confused,sad
i feel angry alone unwanted vexed irritable all the time,angry
i feel angry and hope for an opportunity to get even a rather delusional not to mention childish reaction,angry
i feel angry and moved sometimes about certain causes but other than that for me personally,angry
i feel angry ashamed and sad,sad
i feel angry at everything and everyone for being able to go about their regular daily life while i have to fight this,angry
i feel angry at her for doing what she did for causing me so much pain and for not even attempting to help me,angry
i feel angry at him for being so selfish and giving me absolutely nothing to go on,angry
i feel angry at his wife too for allowing him to treat her and the children that way,angry
i feel angry at the mistakes ive made that landed me where i am,angry
i feel angry because i feel like i have to pretend to be strong when the strength i have is tenuous at best,angry
i feel angry because i have led myself to leading people to believe i couldnt do this,angry
i feel angry because it seems like my friends dont give a damn about me at all,angry
i feel angry because we fought so hard,angry
i feel angry by cornelia maude spelman,angry
i feel angry disgusted,angry
i feel angry each time i ask you once and then again,angry
i feel angry i feel angry see me frown see me frown,angry
i feel angry i just think of what it was like elsewhere,angry
i feel angry i might try to observe my thoughts without getting caught up in them,angry
i feel angry i was about to say,angry
i feel angry im happy,happy
i feel angry man named muaz,angry
i feel angry or depressed about my work i will just steal a glance at my boss and all those feelings dissipate,sad
i feel angry or resentful all i need do is remind myself that each day sober has been made possible by a fellowship which supports me all the way,angry
i feel angry over the injustices being carried out in jesus name,angry
i feel angry rather than act it out,angry
i feel angry some times,angry
i feel angry that he betrayed our friendship like this even though i know he cant do anything about it,angry
i feel angry thinking how much the government has gulped away over money,angry
i feel angry with just about everything and anything and i think its childlike because i dont know how to manage it or where to put it,angry
i feel angry with ron and wonder if i am feeling melinda s anger as well as my own,angry
i feel any artist that puts forth a piece of work even ones i do not agree with should be respected even if it s just for the sake of them overcoming the shackles of our society s norms,neutral
i feel anybody got angry to me in an awkward silence,angry
i feel around in vain i get tired frustrated discouraged and irritated,angry
i feel as a child innocent feelings illustrating a,neutral
i feel as confused about life as a teenager or as jaded as a year old man,neutral
i feel as if her call was not a sincere apology,neutral
i feel as if i am sad over nothing,sad
i feel as if im being tortured why does he get to be fucking happy and peachy without me why did i trust in myself to give a damn about someone and trust in god that he wouldnt hurt me and change my ways become faithful do the right things and look what happens,happy
i feel as if it wouldn t hurt to at least post something to encourage the readers to a href http www,angry
i feel as if ive been put through an emotional wringer exhilaration at feats of physical brilliance disbelief when the unexpected underdogs triumph joyous celebration as your team makes the winning goal and inevitably disappointment as dreams of going the distance are crushed,happy
i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,neutral
i feel as though i fucked up so majorly this summer that im cast off into an alternate universe that i went the wrong way on a timeline and im stuck in a world that the same as the one i knew in all but one way,neutral
i feel as though i need a rearrangement of sorts because i m not content in any of this,happy
i feel as though it drains me faster than simply being discouraged,angry
i feel as though my own snowglobe is being shaken and im still flying through the air,neutral
i feel as though she s the patron goddess of the divine rage of women and i certainly have a lot of that,angry
i feel as though sometimes i can be more clever than average,angry
i feel as weird criticizing this game as much as i feel weird praising it,neutral
i feel assaulted the new kid whined,neutral
i feel awful and depressed and i don t want to let her know how bad i m doing because she d only tell my nan who d tell my grandad who d tell my dad,sad
i feel awfully blessed,neutral
i feel bad for enjoying them so much sometimes,happy
i feel bad for even being sad,sad
i feel bad for feeling so happy,happy
i feel bad that i made her angry,angry
i feel beaten and discouraged,angry
i feel beaten you are there to hold me and encourage me to go on,angry
i feel benevolent and proud or benevolent and sad,sad
i feel betrayed i fell dismayed yet somehow i dont feel the rage,angry
i feel better now on the menu tonight,neutral
i feel bitchy and im full of unhappy emotions now,happy
i feel bitchy i guess,neutral
i feel bitchy today its as if today i realized that i couldnt count on any of my friends anymore,neutral
i feel bitter and angry and full of,angry
i feel blessed and happy but more so on this day i feel content,happy
i feel blessed to have had years with him and i am thankful for all i learned from him,neutral
i feel bore and restless,neutral
i feel boring and uncreative with my block that simply says happy th birthday nan,happy
i feel bothered,neutral
i feel brave when i slide between the car and the garage wall and hope just hope i don t get stuck as i am taking something out to the garage refrigerator,angry
i feel broke and i am so very very very depressed i miss him so much but i am so very glad that he was in my life because he brought me great great joy and happiness,sad
i feel broke and unhappy i still have so much more than so many other people,happy
i feel but i m trying to be stubborn and ignorant at the same time so that i can keep going,neutral
i feel calm rational and content with my life and who i am,happy
i feel calm with her,neutral
i feel carefree and weightless and yet worried and grounded all at the same time,neutral
i feel completely content with myself my house and my dog,happy
i feel completely discouraged and defeated,angry
i feel completely discouraged with my week postpartum check coming up,angry
i feel completely honored and pray that somehow you would be encouraged by my categorized ramblings,angry
i feel completely unsure of any boundaries or normalcy,neutral
i feel confident and happy and looking into to be the year when all this must deliver,happy
i feel confident in that ratio and i m happy with the results,happy
i feel confused sad and so lonely,sad
i feel consistently dissatisfied disengaged disinterested and without any zest for what i m doing in my life i eat,neutral
i feel content alive and motivated,happy
i feel content and happy most of the time p,happy
i feel content calm relaxed,happy
i feel content if i finish a book feeling inspired motivated or more informed,happy
i feel content if the laundry doesn t get done or the dirty dishes don t get cleaned,happy
i feel content in a way i haven t experienced before,happy
i feel content in my solitude,happy
i feel content in the kitchen,happy
i feel content just because of the weather,happy
i feel content marketing is valuable from an engagement perspective,happy
i feel content on the train ride up north,happy
i feel content sending packet after packet out into the world,happy
i feel content that i see my book that it s working,happy
i feel content with all i accomplished,happy
i feel content with it all,happy
i feel content without knowing the rest of their story,happy
i feel contented about it,happy
i feel contented and happy with my week that has gone by,happy
i feel contented even blissful if you ask me,happy
i feel contented knowing that i ve settled quite a few things today,happy
i feel contented only when i reach a pool or lake or river or the sea reflecting sky where i can sit and be,happy
i feel contented small old rich tired and happy,happy
i feel contented staying grounded and take it slow as i build up the little things that comes my way,happy
i feel contented to die,happy
i feel contented with what i do and with what i get,happy
i feel contented with what i have now,happy
i feel couldve been something good but sadly it feels like he has been relegated to being a simple placeholder for the silver megaforce ranger,sad
i feel cranky sad tired and have a head ache,sad
i feel crazily indecisive impulsive just in a,neutral
i feel creative right now and it makes me happy,happy
i feel cute i feel good,neutral
i feel deeply and truly content,happy
i feel deeply burdened by sadness today,sad
i feel depressed after voting knowing that i voted again for those who created the problem but we dont have another choice,sad
i feel depressed all the time,sad
i feel depressed and disappointed and disillusioned,sad
i feel depressed and i am all in all not satisfied with the doesnt matter what situation i am in,sad
i feel depressed and sad,sad
i feel depressed concerned that if this doesn t pan out i ll never get to actually do what i want to do with my life,sad
i feel depressed i feel like i have lose myself tonight school taught me how to live but it didnt mention that it will destroy my life my happiness,sad
i feel depressed i feel like they would ve been negative because i hadn t been the most influential big brother,sad
i feel depressed i try not to wear dark clothes and keep the blinds drawn,sad
i feel depressed inside,sad
i feel depressed moody and just lethargic and tired,sad
i feel depressed now,sad
i feel depressed or have the need to try soul seeking i read stories that make me think,sad
i feel depressed or i get stack,sad
i feel depressed that i m not number yet orezi width xid,sad
i feel depressed that im not number yet orezi,sad
i feel depressed the best way to feel better is to help others,sad
i feel depressed to the point of developing high fever at least once a week,sad
i feel derp and innocent because we go there by lrt or the train it was always packed the last time i rode it was like years ago,neutral
i feel devastated and angry now,angry
i feel devastated for every person who was there today who will be haunted by this tragedy for years to come,angry
i feel devastated i feel angry and all,angry
i feel devastated sad disappointed angry bitter relieved and content i m working on happy,sad
i feel disadvantaged,sad
i feel disadvantaged about is the fact that i grew up in england where there is not a great emphasis on a href http www,sad
i feel disappointed and sad,sad
i feel disappointed i feel sad,sad
i feel discontent and cross because i know better is possible,happy
i feel discontent flowing through my veins,happy
i feel discontent which is good this could be evidence of the holy spirit in my life,happy
i feel discontent with any relationship that has yet to prove it could survive standing in deeper than just the facade,happy
i feel discouraged a lot of the time thinking that its all garbage,angry
i feel discouraged and have poured out my soul in prayer for these little people,angry
i feel discouraged and out of place with wanting to be a professor and a mother,angry
i feel discouraged and sad,sad
i feel discouraged and think my work s in vain but then the holy spirit revives my soul again,angry
i feel discouraged and tired of not feeling quite up to snuff,angry
i feel discouraged and when i need to talk about my feelings he s always there to listen,angry
i feel discouraged as sales are lackluster after much begging to relatives,angry
i feel discouraged by orchardmomma on october i m sitting here on my dirty couch in my cluttered living room watching of my kids watch tv of them crawl around the floor chasing a ball he throws for himself to fetch,angry
i feel discouraged by the lack of things accomplished worried about my kids and altogether useless as a contributing member of society outside the realm of my home,angry
i feel discouraged defeated worn by the complexities and challenges of life,angry
i feel discouraged enough to stay in my room the remainder of the night,angry
i feel discouraged hungry and malnourished,angry
i feel discouraged i just read three or four of those letters and i get back my joy and purpose and spring right back to action,happy
i feel discouraged i m drained all day but it takes a,angry
i feel discouraged in every aspect of my life,angry
i feel discouraged in some of my choices and my actions,angry
i feel discouraged or when i question why im doing what i am just seeing her smile reminds me why i am a music educator,angry
i feel discouraged then i wont be able to truly do work for the kingdom of heaven,angry
i feel discouraged when i feel discouraged a href http abundantlygraceful,angry
i feel discouraged when i read the bad news because i realize that even with all of our strides this still could end badly,angry
i feel discriminated against but it does not make me angry,angry
i feel disgusted embarrased and sad about how i handled the situation,sad
i feel disgusted that the national media and the usual talking head personalities who seem to excel at nothing so much as talking out of their rears have blown up and exploited this tragedy for their own cynical gain and ratings,angry
i feel disillusioned about our emphasis on disingenuous rage over the latest transgression from the other side the false anger and indignation the posturing the obvious belief on the part of many of our elected officials that we are idiots who couldnt find our asses with both hands,angry
i feel disillusioned the thing that throws the furthest is that i ever had any happy illusions to begin with,happy
i feel distracted when people think i m overreacted,neutral
i feel distraught worried panicked sick scared sad,sad
i feel disturbed and sad,sad
i feel divine and strong,neutral
i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me,neutral
i feel drained after i being in a social setting even if ive enjoyed myself,happy
i feel drained of positive energy and filled with rage after hearing the confidence of a dear friend of mine about the verbal abuse she endures every day on her husbands behalf,angry
i feel dull and discouraged and the draft posts are piling up dull and discouraging too,angry
i feel dull and gross which encourages me to drink more coffee,angry
i feel dumb and get angry,angry
i feel embarassed humiliated sad miserable href http www,sad
i feel embarrassed about my sadness because life is still beautiful,sad
i feel embarrassed and sad that even beyond the grave you seem to still be working with the release of your latest posthumous album,sad
i feel empathy melancholy but most of all hatred knowing of how weak she is,sad
i feel energetic and bouncy i m more than happy to go to the gym run around outside with my kids or take the pram for a long walk often i do all three in one day,happy
i feel energetic and fresh and the great things is my eye sight has improved a lot,neutral
i feel enraged again,angry
i feel enraged and jealous and cant decide whether or not it is me or it is you,angry
i feel enraged and weak but i have no reasonable grounds to be,angry
i feel enraged and will now write an inflammatory response,angry
i feel enraged and yet calm,angry
i feel enraged because its ridiculous,angry
i feel enraged by the way she absolutely accepts her own ignorance,angry
i feel enraged by your voice will these wounds ever heal,angry
i feel enraged that the profession i have chosen for twenty five years will essentially be reduced to an inadequate pool of part time wage earners just like the star bucks down the street,angry
i feel enraged violated,angry
i feel enraged when they start fighting among themselves and i have to referee,angry
i feel envious that they can keep their posts regular and interesting and wish that i could feel this way to,neutral
i feel equally morally outraged regardless of whether its michigans or new yorks governor sleeping with prostitutes behind his wifes and daughters backs,angry
i feel especially angry because since he was seeing his counselor things had been so much better for the last or months or so,angry
i feel especially lethargic or reluctant to exercise maybe a spoonful of peanut butter as self encouragement,angry
i feel even more pressured to cook healthy meals and not eat out do thorough preschool lessons with my boys keep the house spotless exercise serve the church and community and be a happy loving wife at all times,happy
i feel everything around me is fucked everyone around me is falling to pieces,neutral
i feel exhilerated to be going but also fearful and a little sad,sad
i feel extremely alone lonely depressed and unable to trust people,sad
i feel extremely insulted,neutral
i feel extremely jealous when ranbir works with other directors ayan mukerji filmfare,neutral
i feel extremely sad because we don t get to skype with ashli anymore,sad
i feel extremly enraged at this moment but containing self im not sure how but this is a controlled rage,angry
i feel faithful when i can encourage someone to trust in god,angry
i feel fantastic and am extremely well rested with my average sleep time being pm am in the past week or so,angry
i feel fantastic and i find that i have a renewed sense of strength and endurance,neutral
i feel far too distracted to actually write anything of substance,neutral
i feel fearful,neutral
i feel fearful and then actually do that one thing it usually turns out to be a good thing,neutral
i feel festive,neutral
i feel foolish and happy as soon as i let myself think of you,happy
i feel for the disadvantaged people who just want to warm up and sit somewhere clean and pleasant,sad
i feel frightened by it all,neutral
i feel frustrated and angry sometimes,angry
i feel frustrated angry with myself and others but mainly with myself my concentration goes i know not where and even crying out to the lord seems to exacerbate my self pity not in a good place and working up a few irksome thoughts into an earth shattering fury,angry
i feel fucked up on the inside,neutral
i feel furious at myself for being so pathetic furious at her for various reasons,neutral
i feel generous this evening and id like to share a pie crust recipe to help those who have struggled with trying to make a pie,neutral
i feel glad i can still teach him at home myself,neutral
i feel glad to be teaching nursery children who have special needs and know that the study of art has better helped me to use art in the curriculum to make lessons more enjoyable and interesting for the pupils,happy
i feel gloomy or depressed about the state of the world i just pop on a bit of the ol alphabeat and it perks me right up,sad
i feel greedy but too idealistic what is it to expect she would want you to talk to me your proported best friend that she might be happy you have me,happy
i feel greedy to have all the traditions and joy and laughter that there is to give her,happy
