Text,Emotion
end feeling like cant bring anything unhappy,happy
end getting unwanted attention boys want little ill sort starting something boy find flirtiing others presence ill feel really insincere around boys like,neutral
ended changing clothes laying bed eyes closed next hour eventually started feel better,neutral
ended feeling pissed soon state fairly obvious truth gets angry,angry
ended spending day moping around house feeling depressed probably im sick didnt get enough sleep,sad
enjoy maintaining website opportunity change feel inspired,happy
enjoy aspects life hard times feel completely overwhelmed,happy
enjoy frugal makes feel know virtuous,happy
enjoy place feel spirit even though institute casual closeness cant compare,happy
enjoy life wish help many people possible feel fabulous show way,happy
enjoy happy ending live without one long questions answered feel story resolved,happy
enjoy metal time prefer music calms least makes feel something calm like sadness contentment,sad
enjoy challenge feel amazing make connection students,happy
enjoy challenge perfecting recipe feeling creating something sweet unique delicious,happy
enjoy things feel passionate things made feel elated optimistic etc,happy
enjoy one much every feel strange get paid like,happy
enjoy tasks occasionally feel resentful fact interest cooking begins ends putting frozen veggie burger toaster oven,happy
enjoy watching show makes feel like part glamorous group,happy
enjoy wearing weaves extensions still end feeling fake,happy
enjoy writing micro specialties travel food feel like writing idiotic buzzwords hear meetings,happy
enjoyed books didnt feel rushed put together quickly,happy
enjoyed dancing moving class feel invigorated refreshed,happy
enjoyed deceiving people made feel clever,happy
enjoyed every minute could never shake feeling messy thrown together feels,happy
enjoyed feeling belonging sense recognised somehow valuable,happy
enjoyed piece sounded well put together everyone played great feel ending rushed causing notes sound,happy
enjoyed today hes darling long time since ive backed horse admit feeling little hesitant go,happy
enjoyed today hes darling long time since ive backed horse admit feeling little hesitant go,happy
entered temple feeling vaguely terrified,neutral
escape end beach spend hour two reading jumping sea cool feel perfectly content,happy
eschew light actively push away feel lonely depressed afraid,sad
even deep feeling alaska cold snowy yet big open land pine trees mountains im destined live southern california,neutral
even recollections quondam even touch grief feel enjoyment sorrowful href http www,happy
even said im feeling melancholy thats weird,sad
ever feel anymore one us gets angry,angry
ever feel slighted wronged exchange way know ill army angry republicans marching defense wont late,angry
expect feel content,happy
expect time next year wont care im feeling kinds sad soon made redundant yves,sad
expect husband intimacy many times described society achieved could feel disappointed discourage unhappy reach expectations part human nature,happy
expect ou win feel strongest competition pretty talented experienced ok state squad,neutral
expected feel inexplicably remorse even ambivalence slightly embarrassed admit felt absolutely terrific unambiguously happy,happy
expected feel thrilled happy released even relieved,happy
experience normal moods feel annoyed year old whines baby wants held im making dinner longer feel consumed emotions,neutral
experience feeling sadness hurt,sad
express feelings whether mad happy moody sad hate emotions,sad
extraordinarily depressed im also feeling extremely agitated,sad
family today priyanka vadra feeling outraged since husband accused,angry
fear people ask feelings reluctant talk things,neutral
feared would feel resentful process dont happy,happy
feel bit angry tonight listened news old man whose wife died carer subsequently worked privately afterwards sued redundancy,angry
feel bit annoyed antsy good way,neutral
feel bit depressed studying days,sad
feel bit discouraged last week,angry
feel bit frustrated know getting dogs ring training honest moment due continue remaining shows entered end july long enjoying,happy
feel bit like franz liebkind producers many people know fuhrer terrific dancer,neutral
feel bit outraged angry stupid people gotten,angry
feel bit pissed went first,neutral
feel bit rude writing elderly gentleman ask gifts feel bit greedy christmas mild greed,neutral
feel bit strange publishing beautiful photos,neutral
feel bit sympathetic towards sad thing dont know would pastor img src http www,sad
feel bit unhappy,happy
feel delicious wave melancholy edged sharp anticipation,sad
feel gentle deep curiosity makes happy,happy
feel keen sense sadness loss isnt happening today,sad
feel kind sadness television shows popular culture push birth mothers havent finished school real means support keep babies,sad
feel little bit envious iam still waiting little angel come honestly happy kuya,happy
feel little bit frightened islam,neutral
feel little bit melancholy holiday tired perhaps little burned,sad
feel little bit weird,neutral
feel little grumpy perhaps cold damp typical british weather client never home pay fee feeling anxious tax simply morning blues say joy jesus christ would well backed personal reality would,happy
feel little jealous sincerely joyed,happy
feel little jealous connected feel much enjoy bodies,happy
feel little melancholy,sad
feel little melancholy family west,sad
feel little melancholy grumpy horrible ive people like fond,sad
feel little stressed well sad,sad
feel little uptight really conscious careful everything happens,neutral
feel little useless sad,sad
feel lot frustrated get nothing could really stop feeling horrible thing life even couldnt start make happy,happy
feel lot less angry im saying stuff loud im letting anger like today last session taught quack lesson cause said im progressing said wasnt moving forward said lets see move without fucking legs,angry
feel lot less depressed,sad
feel lot guilt making others unhappy,happy
feel lot positive intention behind,neutral
feel lot pressure determined finish visit sister may clear conscience,neutral
feel part family universe rather fearful,neutral
feel responsibility instead feeling depressed,sad
feel sad twinge heart know going happen really want hold onto memories people forever,sad
feel sense perhaps enraged many things happened last fifteen months,angry
feel strange sadness downhill spiral continue faster nothing,sad
feel wave sadness lost time spent holding wrong hand,sad
feel whisper friendly voice start rise indulge hearts content pay mind,happy
feel gift cards thoughts rude,neutral
feel doesnt notice im unhappy,happy
feel mark one string sweet husband another strikes mutual ordering resembling sire child happy mother one one pleasing note sing,happy
feel totally completely pissed angry sad disappointed absolutely furious tough mudder biggest rip planet earth,sad
feel absolutely outraged firm control fact nothing firm control,angry
feel absolutely overwhelmed,neutral
feel accepted feel important feel alive feel worthy feel happy,happy
feel afraid angry,angry
feel reading allthingsbucks blog brought tears eyes lump throat feeling worthwhile thing upset shouldnt write lame blog,neutral
feel agitated angry yet still hopeful peaceful time,angry
feel agitated sad defeated,sad
feel bouncy happy thinking makes forget rest,happy
feel mellow calm,neutral
feel almost angry bored frustrated useless,angry
feel almost angry fed like lab rat many years,angry
feel almost outraged crap day fall favourite days,angry
feel almost outraged crap day fall favourite days,angry
feel alone lost sad confused sometimes,sad
feel ambiguously leaving confused sad wake,sad
feel amused absurdity,neutral
feel hes stubborn mean sad,sad
feel hope enjoy follow along troubled life,happy
feel make worry less live life carefree make less depressed anxious,sad
feel anger disbelief sadness im confused,sad
feel angry alone unwanted vexed irritable time,angry
feel angry hope opportunity get even rather delusional mention childish reaction,angry
feel angry moved sometimes certain causes personally,angry
feel angry ashamed sad,sad
feel angry everything everyone able go regular daily life fight,angry
feel angry causing much pain even attempting help,angry
feel angry selfish giving absolutely nothing go,angry
feel angry wife allowing treat children way,angry
feel angry mistakes ive made landed,angry
feel angry feel like pretend strong strength tenuous best,angry
feel angry led leading people believe couldnt,angry
feel angry seems like friends dont give damn,angry
feel angry fought hard,angry
feel angry cornelia maude spelman,angry
feel angry disgusted,angry
feel angry time ask,angry
feel angry feel angry see frown see frown,angry
feel angry think like elsewhere,angry
feel angry might try observe thoughts without getting caught,angry
feel angry say,angry
feel angry im happy,happy
feel angry man named muaz,angry
feel angry depressed work steal glance boss feelings dissipate,sad
feel angry resentful need remind day sober made possible fellowship supports way,angry
feel angry injustices carried jesus name,angry
feel angry rather act,angry
feel angry times,angry
feel angry betrayed friendship like even though know cant anything,angry
feel angry thinking much government gulped away money,angry
feel angry everything anything think childlike dont know manage put,angry
feel angry ron wonder feeling melinda anger well,angry
feel artist puts forth piece work even ones agree respected even sake overcoming shackles society norms,neutral
feel anybody got angry awkward silence,angry
feel around vain get tired frustrated discouraged irritated,angry
feel child innocent feelings illustrating,neutral
feel confused life teenager jaded year old man,neutral
feel call sincere apology,neutral
feel sad nothing,sad
feel im tortured get fucking happy peachy without trust give damn someone trust god wouldnt hurt change ways become faithful right things look happens,happy
feel hurt least post something encourage readers href http www,angry
feel ive put emotional wringer exhilaration feats physical brilliance disbelief unexpected underdogs triumph joyous celebration team makes winning goal inevitably disappointment dreams going distance crushed,happy
feel opportunity return moz gods gracious gracious way giving heat desire despite self doubt uncertainty past,neutral
feel though fucked majorly summer im cast alternate universe went wrong way timeline im stuck world one knew one way,neutral
feel though need rearrangement sorts content,happy
feel though drains faster simply discouraged,angry
feel though snowglobe shaken im still flying air,neutral
feel though patron goddess divine rage women certainly lot,angry
feel though sometimes clever average,angry
feel weird criticizing game much feel weird praising,neutral
feel assaulted new kid whined,neutral
feel awful depressed want let know bad tell nan tell grandad tell dad,sad
feel awfully blessed,neutral
feel bad enjoying much sometimes,happy
feel bad even sad,sad
feel bad feeling happy,happy
feel bad made angry,angry
feel beaten discouraged,angry
feel beaten hold encourage go,angry
feel benevolent proud benevolent sad,sad
feel betrayed fell dismayed yet somehow dont feel rage,angry
feel better menu tonight,neutral
feel bitchy im full unhappy emotions,happy
feel bitchy guess,neutral
feel bitchy today today realized couldnt count friends anymore,neutral
feel bitter angry full,angry
feel blessed happy day feel content,happy
feel blessed years thankful learned,neutral
feel bore restless,neutral
feel boring uncreative block simply says happy th birthday nan,happy
feel bothered,neutral
feel brave slide car garage wall hope hope get stuck taking something garage refrigerator,angry
feel broke depressed miss much glad life brought great great joy happiness,sad
feel broke unhappy still much many people,happy
feel trying stubborn ignorant time keep going,neutral
feel calm rational content life,happy
feel calm,neutral
feel carefree weightless yet worried grounded time,neutral
feel completely content house dog,happy
feel completely discouraged defeated,angry
feel completely discouraged week postpartum check coming,angry
feel completely honored pray somehow would encouraged categorized ramblings,angry
feel completely unsure boundaries normalcy,neutral
feel confident happy looking year must deliver,happy
feel confident ratio happy results,happy
feel confused sad lonely,sad
feel consistently dissatisfied disengaged disinterested without zest life eat,neutral
feel content alive motivated,happy
feel content happy time p,happy
feel content calm relaxed,happy
feel content finish book feeling inspired motivated informed,happy
feel content laundry get done dirty dishes get cleaned,happy
feel content way experienced,happy
feel content solitude,happy
feel content kitchen,happy
feel content weather,happy
feel content marketing valuable engagement perspective,happy
feel content train ride north,happy
feel content sending packet packet world,happy
feel content see book working,happy
feel content accomplished,happy
feel content,happy
feel content without knowing rest story,happy
feel contented,happy
feel contented happy week gone,happy
feel contented even blissful ask,happy
feel contented knowing settled quite things today,happy
feel contented reach pool lake river sea reflecting sky sit,happy
feel contented small old rich tired happy,happy
feel contented staying grounded take slow build little things comes way,happy
feel contented die,happy
feel contented get,happy
feel contented,happy
feel couldve something good sadly feels like relegated simple placeholder silver megaforce ranger,sad
feel cranky sad tired head ache,sad
feel crazily indecisive impulsive,neutral
feel creative right makes happy,happy
feel cute feel good,neutral
feel deeply truly content,happy
feel deeply burdened sadness today,sad
feel depressed voting knowing voted created problem dont another choice,sad
feel depressed time,sad
feel depressed disappointed disillusioned,sad
feel depressed satisfied doesnt matter situation,sad
feel depressed sad,sad
feel depressed concerned pan never get actually want life,sad
feel depressed feel like lose tonight school taught live didnt mention destroy life happiness,sad
feel depressed feel like would negative influential big brother,sad
feel depressed try wear dark clothes keep blinds drawn,sad
feel depressed inside,sad
feel depressed moody lethargic tired,sad
feel depressed,sad
feel depressed need try soul seeking read stories make think,sad
feel depressed get stack,sad
feel depressed number yet orezi width xid,sad
feel depressed im number yet orezi,sad
feel depressed best way feel better help others,sad
feel depressed point developing high fever least week,sad
feel derp innocent go lrt train always packed last time rode like years ago,neutral
feel devastated angry,angry
feel devastated every person today haunted tragedy years come,angry
feel devastated feel angry,angry
feel devastated sad disappointed angry bitter relieved content working happy,sad
feel disadvantaged,sad
feel disadvantaged fact grew england great emphasis href http www,sad
feel disappointed sad,sad
feel disappointed feel sad,sad
feel discontent cross know better possible,happy
feel discontent flowing veins,happy
feel discontent good could evidence holy spirit life,happy
feel discontent relationship yet prove could survive standing deeper facade,happy
feel discouraged lot time thinking garbage,angry
feel discouraged poured soul prayer little people,angry
feel discouraged place wanting professor mother,angry
feel discouraged sad,sad
feel discouraged think work vain holy spirit revives soul,angry
feel discouraged tired feeling quite snuff,angry
feel discouraged need talk feelings always listen,angry
feel discouraged sales lackluster much begging relatives,angry
feel discouraged orchardmomma october sitting dirty couch cluttered living room watching kids watch tv crawl around floor chasing ball throws fetch,angry
feel discouraged lack things accomplished worried kids altogether useless contributing member society outside realm home,angry
feel discouraged defeated worn complexities challenges life,angry
feel discouraged enough stay room remainder night,angry
feel discouraged hungry malnourished,angry
feel discouraged read three four letters get back joy purpose spring right back action,happy
feel discouraged drained day takes,angry
feel discouraged every aspect life,angry
feel discouraged choices actions,angry
feel discouraged question im seeing smile reminds music educator,angry
feel discouraged wont able truly work kingdom heaven,angry
feel discouraged feel discouraged href http abundantlygraceful,angry
feel discouraged read bad news realize even strides still could end badly,angry
feel discriminated make angry,angry
feel disgusted embarrased sad handled situation,sad
feel disgusted national media usual talking head personalities seem excel nothing much talking rears blown exploited tragedy cynical gain ratings,angry
feel disillusioned emphasis disingenuous rage latest transgression side false anger indignation posturing obvious belief part many elected officials idiots couldnt find asses hands,angry
feel disillusioned thing throws furthest ever happy illusions begin,happy
feel distracted people think overreacted,neutral
feel distraught worried panicked sick scared sad,sad
feel disturbed sad,sad
feel divine strong,neutral
feel doubtful even struggling bit faith even times seem dark feel alone know god,neutral
feel drained social setting even ive enjoyed,happy
feel drained positive energy filled rage hearing confidence dear friend mine verbal abuse endures every day husbands behalf,angry
feel dull discouraged draft posts piling dull discouraging,angry
feel dull gross encourages drink coffee,angry
feel dumb get angry,angry
feel embarassed humiliated sad miserable href http www,sad
feel embarrassed sadness life still beautiful,sad
feel embarrassed sad even beyond grave seem still working release latest posthumous album,sad
feel empathy melancholy hatred knowing weak,sad
feel energetic bouncy happy go gym run around outside kids take pram long walk often three one day,happy
feel energetic fresh great things eye sight improved lot,neutral
feel enraged,angry
feel enraged jealous cant decide whether,angry
feel enraged weak reasonable grounds,angry
feel enraged write inflammatory response,angry
feel enraged yet calm,angry
feel enraged ridiculous,angry
feel enraged way absolutely accepts ignorance,angry
feel enraged voice wounds ever heal,angry
feel enraged profession chosen twenty five years essentially reduced inadequate pool part time wage earners like star bucks street,angry
feel enraged violated,angry
feel enraged start fighting among referee,angry
feel envious keep posts regular interesting wish could feel way,neutral
feel equally morally outraged regardless whether michigans new yorks governor sleeping prostitutes behind wifes daughters backs,angry
feel especially angry since seeing counselor things much better last months,angry
feel especially lethargic reluctant exercise maybe spoonful peanut butter self encouragement,angry
feel even pressured cook healthy meals eat thorough preschool lessons boys keep house spotless exercise serve church community happy loving wife times,happy
feel everything around fucked everyone around falling pieces,neutral
feel exhilerated going also fearful little sad,sad
feel extremely alone lonely depressed unable trust people,sad
feel extremely insulted,neutral
feel extremely jealous ranbir works directors ayan mukerji filmfare,neutral
feel extremely sad get skype ashli anymore,sad
feel extremly enraged moment containing self im sure controlled rage,angry
feel faithful encourage someone trust god,angry
feel fantastic extremely well rested average sleep time pm past week,angry
feel fantastic find renewed sense strength endurance,neutral
feel far distracted actually write anything substance,neutral
feel fearful,neutral
feel fearful actually one thing usually turns good thing,neutral
feel festive,neutral
feel foolish happy soon let think,happy
feel disadvantaged people want warm sit somewhere clean pleasant,sad
feel frightened,neutral
feel frustrated angry sometimes,angry
feel frustrated angry others mainly concentration goes know even crying lord seems exacerbate self pity good place working irksome thoughts earth shattering fury,angry
feel fucked inside,neutral
feel furious pathetic furious various reasons,neutral
feel generous evening id like share pie crust recipe help struggled trying make pie,neutral
feel glad still teach home,neutral
feel glad teaching nursery children special needs know study art better helped use art curriculum make lessons enjoyable interesting pupils,happy
feel gloomy depressed state world pop bit ol alphabeat perks right,sad
feel greedy idealistic expect would want talk proported best friend might happy,happy
feel greedy traditions joy laughter give,happy
feel grumpy shine feel sad shine feel hopeless shine feel lost shine feel like god hear shine feel alone shine feel defeated shine regardless feel emotions pass light give last,sad
feel guilt cranky last night fully embrace evening alone boy,neutral
feel guilty poppy seed alive enjoying right,happy
feel guilty sometimes enjoying time much nice breather stress school run starts,happy
feel happy hes reason today,happy
feel happy outcome long election im glad,happy
feel happy sorry perform song,happy
feel happy fix problem upset question say culture,happy
feel happy inside,happy
feel happy like top world thrown jumping jetplane feet ground,happy
feel happy enjoying changes life looking forward unknown good times yet come autumn winter suddenly new steps journey,happy
feel happy science india getting due recognition,happy
feel happy named best player kenya means improving,happy
feel happy together,happy
feel happy wheni visi,happy
feel happy hide feelings miss thing used,happy
feel hated feel angry feel sad feel like im going abandoned feel angry abandoned someone reality one age expect neither party abandoned,sad
feel hated feel angry feel sad feel like im going abandoned feel angry abandoned someone reality one age expect neither party abandoned,sad
feel fabulous birding weekend everyone,neutral
feel convinced many factors culture kind cooking mystique,neutral
feel gotten complacent purchases getting outraged non issues wrong thing,angry
feel heartbroken work art stricken sadness,sad
feel helpless able help feeling better best encourage think positively mom,angry
feel helpless able help feeling better best encourage think positively mom,angry
feel helpless angry hurt,angry
feel helpless discouraged country mask sarcasm humor,angry
feel helpless sad heartbroken,sad
feel helpless cannot stop,neutral
feel helpless cant protect family adds,neutral
feel helpless taming things try go happy place,happy
feel helpless like want hurl cave sadness trying devour,sad
feel helpless like want hurl cave sadness trying devour,sad
feel helpless sad despair sometimes end big black hole depression thinking suffering world,sad
feel hesitant putting words page feeling like every time hit key tempting fate take away,neutral
feel hesitant comment want add pileon seems clear involved learned past experiences interested applying learning future projects,neutral
feel hesitant since experience programming,neutral
feel hesitant label feel sadness,sad
feel highly disadvantaged,sad
feel highs ecstatic normal feels like thousand mile drop unhappy excruciating,happy
feel honored art going fill room sick children need joy get,happy
feel honoured happy going way want thank players fans media,happy
feel honoured clients walk doors sometimes first time trust brand new one week old bundles joy,happy
feel honoured chosen share,neutral
feel honoured opportunity work different types people experience skills encouragement,angry
feel hopeful recovery content taking care,happy
feel hopeless helpless outraged,angry
feel horribly restless,neutral
feel angry sad get,sad
feel humiliated discouraged,angry
feel humiliated retarded angry upset frustrated scared resentful guarded worried,angry
feel humiliated violated angry,angry
feel hurt angry tired fight,angry
feel disturbed saddened angry bereft,sad
feel forever depressed constant suicidal tendency makes sense person situation,sad
feel relate post feel persuing mothers dream haveing children successful get good education general great happy life feel dream goood happy life eventually dream future children,happy
feel dont deserve anything pain would slightly mellow dramatic think certain level comfort unhappy,happy
feel benefited last year creative futures could part information learnt last year already putting practice therefore year sessions already rather inspiring start,neutral
feel hated despised yet make happy even sad matter minutes,sad
feel enough content multiple blogs seized desire create multiple blogs appropriately,happy
feel look trusting soft emotional sad eyes tormented maybe,sad
feel missed thoroughly enjoying short stage life,happy
feel disadvantaged writer modern education methods came,sad
feel share much hurt sadness fear still feel every,sad
feel outraged insulted,angry
feel unhappy years happy ones,happy
feel disadvantaged gender,sad
feel wear wear show girls school timid comes fashion look weird walk around head held high,neutral
feel unhappy continue like also heartbroken girlfriend split,happy
feel id quite content living cave listening rain losing creations austen hardy dickens,happy
feel learning purpose workings universe continue evolve transcend productive along journey,neutral
feel ignored certain ones inactivity understand although become even depressed,sad
feel im bitchy seeing parents gotten little depressed,sad
feel im bothered,neutral
feel immensely distracted barrage media receive solicit,angry
feel long run hurts paulie could visibly see distraught result perception performance,neutral
feel talk brother law extremely popular one think stiff,neutral
feel incredibly charmed people life exciting amazing chapter things,neutral
feel incredibly remorseful dont know make sadness stress stop,sad
feel indecisive feels like security usually feel sensing ground beneath feet suddenly gone left feeling wobbly unhappy,happy
feel indecisive whether feel book huckleberry finn censored,neutral
feel infuriated kind sad,sad
feel infuriated every time christmas season draws near,neutral
feel insecure time,neutral
feel insecure around people marvel people humble,neutral
feel insulted offended hurt,neutral
feel intensely resentful angry permitting part stolen,angry
feel invigorated physically emotionally sound quite happy,happy
feel irritable depressed course day stop think hungry angry lonely tired,sad
feel irritated early onset holiday marketing push enjoy october looking christmas trees,happy
feel irritated pissed even like someone wakes moment edge falling deep slumber,neutral
feel irritated students get participate activities enjoy however happy see students taking action get extracurricular activities back,happy
feel irritated useless hopeless,neutral
feel disadvantaged position,sad
feel hostile kinship mounting nausea know back means binding,neutral
feel acceptable violence could lessen much violence could also apply discussing,neutral
feel perfect date night hubby dinner dolled enjoying people watching uninterrupted thoughts,happy
feel thankful lessons learning,neutral
feel unfortunate product information age live literally thousands individuals garage inventors start ups auto manufacturers trying green motoring better rest,angry
feel solemn duty share divine knowledge mine order others may benefit truth beauty render world tad closer thearchitecturality utopian perfectly set garage society strive,angry
feel gentle flying carpet way angry like throw quickly grasp handrail gradually gently,angry
feel worthwhile document people familiar batch files,neutral
feel acceptable put forth little effort today post,neutral
feel takes lot time focus successful also fortunate still take time work enjoy life,happy
feel beams face brightning smile making world gleam gleam vivacity radiant joy sparkle beauty life like gem yet milder gentler light somewhat coy smile beaming brightly,happy
feel songs came deepest longing joy pain touch places hearts people listen,happy
feel casual straight,neutral
feel foolish angry year old,angry
feel jealous everyone chance meet everyday,neutral
feel jealous enjoy life without thinking dont like,happy
feel jealous whenever relationship dont get talk anymore,neutral
feel jealous,neutral
feel joy look triumphant sense ownership like want jump simultaneously,happy
feel joy bit melancholy spice,sad
feel like everybody else outraged experience happen invisible makes invisible everyone knows chickenshit anything,angry
feel picture solemn pouty sad face instead,sad
feel kind disadvantaged way guess really lose weight prize bonus,sad
feel kind reluctant depressed told respected decision,sad
feel kind reluctant depressed told respected decision,sad
feel kind sad ebook readers cant single kindle tablet,sad
feel kind sad writing youre reading think warm goodbye img src http media,sad
feel kinda sort angry,angry
feel kinda outraged,angry
feel lame sad disapointed unimportant,sad
feel less agitated bit sad sometimes,sad
feel less bitchy morning,neutral
feel less happy less much introverted,happy
feel less intimidated help,neutral
feel like buffoon enraged,angry
feel like distracted robot,neutral
feel like greedy person liking two people,neutral
feel like heartless feelingless know word daughter teenager,neutral
feel like lot people discontent feel anywhere offer lack,happy
feel like mouse among men perpetually terrified,neutral
feel like paranoid annoyance reality wouldve talked anyone way,neutral
feel like petty murder shoudlnt punished nearly heavily human beings constantly shitty human beings,neutral
feel like rebellious year old stands doorway flicking lights depths spirit,neutral
feel like shitty mother disengaged children sad truth dont want engaged,sad
feel like vile traitor even saying thing truth,neutral
feel like woman respected times therefore made right decision said,neutral
feel like affirmation however petty really need,neutral
feel like im going go prepare another vigorous week serving lord sadly know isnt true,sad
feel like angry gorilla time always ready chew someone face,angry
feel like ungrateful jerk happy pressure happy eats away chance might im alone anymore either,happy
feel like time anyone gets ring intimidated arms legs dont even really try,neutral
feel like creative professional need unpressed creative outlet get inspired,neutral
feel like sociable anymore,neutral
feel like calling bitches wasnt exactly bitchy coz wasnt intentional could call ungrateful inconsiderate selfish ok ill say bitches,neutral
feel like cold hands clasping life courage cut knees tonight need make dont strength carry legs wish somehow different dont know wish could still want tell come ill take,angry
feel like crap sad depressed shaky defeated sorrowful,sad
feel like drinkin drinkin angry someones gonna die whiskey beer les paul href http farm,angry
feel like every day blur running irritated son something pertaining making dinn,neutral
feel like everyone shocked horrified saddened angry,sad
feel like everyone unhappy,happy
feel like garbage discouraged something learned anything spiritual bag tricks always feel better,angry
feel like god prompting us visit sad places way back november,sad
feel like sweet carby yet low glycemic meal breakfast often dessert,neutral
feel like enjoys celebrity enjoys talented quarterback led celebrity,happy
feel like keen idea,neutral
feel like hell coughing coughing coughing mad sad,sad
feel like hes really supportive things enjoy,happy
feel like try stay faithful possible perceives real events happened mountain,neutral
feel like pissed spend entire extra year school stupid biochem,neutral
feel like actually missed thing perfectly content even happy days lot life,happy
feel like fearful first threw leg top tube surgery,neutral
feel like deprived discourages makes want quit,angry
feel like obnoxious posting every three seconds,neutral
feel like one angry suffering loss stupid cancer unfairness even though nothing right,angry
feel like movie like world watching want give impression fineness control tragic tragic melancholy,sad
feel like depressed,sad
feel like really grouchy days get moods feel like world,neutral
feel like take world even says wont afraid discouraged,angry
feel like cant brave,neutral
feel like cant take anymore told boyfriend furious,neutral
feel like get easily distracted making things switch around many different projects throughout week,neutral
feel like get way pissed sad things people seem even notice,sad
feel like got resentful tired wanted talk badly,neutral
feel like plan make happy allow help family better many ways,happy
feel like pleasant light smile face guy screen looks angry dejected,angry
feel like bit obnoxious picture posting,neutral
feel like really cranky school days,neutral
feel like energy still angry bitter sometimes forget bit actually good mood remember run,angry
feel like offended goal people today along way shared makes cooking joy,happy
feel like reached plateau im buying much use feeling satisfied wardrobe personal style,neutral
feel like robbed joy experiences life afraid stunted,happy
feel like preface post w disclaimer sort enraged peta something equally horrible,angry
feel like redeem even though think realized distraught ok,neutral
feel like treat everyone important time think important hurt angry like leave,angry
feel like constantly switching joyful satisfied life depressed feeling life purpose meaning,sad
feel like roller coaster craziness keep mind throne precious lady anything keep way even means killing people around,neutral
feel like treading kind dangerous water sounds like could trying make deranged argument little eleven year old rape victim texas one lucky stiff nytimes swoop give shitty biased coverage case,angry
feel like uncertain things certain,neutral
feel like need cute pictures share,neutral
feel like sabotage friendships unhappy,happy
feel like also mention content wasnt thrilled either,happy
feel like happy im,happy
feel like lively smarter always sad inside lackcing witts think,sad
feel like outraged,angry
feel like suspicious im happy see,happy
feel like call carrie underwood write kind angry country song,angry
feel like document happenings around lot people happy lot people,happy
feel like quit everything sit room day write sad poetrys existential angst,sad
feel like rely entirelly gods word yet impatient wait,neutral
feel like smell pretty use,neutral
feel like smell scent taiwan quite frequently cute coffee shop bathrooms,neutral
feel like always blamed things always people angry automatically assume somehow something,angry
feel like put bag shaken otherwise ok,neutral
feel like regained another vital part life living,neutral
feel like rude ass hole hookah,neutral
feel like isnt happy one,happy
feel like try even harder rather allow discouraged trial last long,angry
feel like always unhappy anything anyway,happy
feel like im assaulted constant flakiness,neutral
feel like im much contented place nice,happy
feel like im carrying weight feeling discouraged angry things going way,angry
feel like im falling apart happy short week week next,happy
feel like im left standards judge writing thats unfortunate means could revise something thousand times still find something im unhappy,happy
feel like im putting innocent man death row,neutral
feel like im enraged,angry
feel like im enraged,angry
feel like im tortured like years ago,neutral
feel like watch cute frolicky enjoy naive cute little comments start howl walk away look back,happy
feel like looks gorgeous curls instead making full transition ended getting extremely natural red lowlights bottom section hair,neutral
feel like must popular choice alterations done elsewhere,neutral
feel like worth trusting,neutral
feel like petty worried,neutral
feel like ive become relaxed parent,neutral
feel like ive sooo distracted need regain focus,neutral
feel like ive working project forever im thrilled say happy stacker finished,happy
feel like life gave plenty changes shine pissed every one,neutral
feel like many us see five game losing streak become paranoid business usual team enjoyed postseason invites since kg sprewell cassell era,happy
feel like finding stupids things bother making unhappy,happy
feel like uhhhh feel like something precious catches eyes takes main lights lights candles putting front table gets camera starts clicking pictures feeling content baby,happy
feel like faith shaken discourage would remember brother christ would say remember roots,angry
feel like fake smile looks sad eyes look enraged,sad
feel like go emotion angry,angry
feel like go emotion angry,angry
feel like life practically perfect every way right every happy,happy
feel like role would tear sails pessimism discontent,happy
feel like perineum subjected hours violent kicking enraged footballers maybe form world war torture technique grateful bit additional meat bum absorbed hardship believe enough,angry
feel like work vain boss happy see leave job spent life know well performed duties high obstacles could stopped,happy
feel like nobody understand sadness sweet though sour taste,sad
feel like normally would angry thats actually think could never beautiful size,angry
feel like opportunity become smart embrace knowledge really learn everything daydreamed learning,neutral
feel like one sad old adults still student im envious make,sad
feel like people always say im rich ill get record deal ill happy fuck,happy
feel like people like arent getting caught therefore government plays catch criminals petty crimes make look better,neutral
feel like screaming discontent,happy
feel like bitter towards people upper class upper class,neutral
feel like would feel jamie took advantage enraged,angry
feel like punished way reckless abandonment enjoyable medium,happy
feel like much life rushed like means end feels like enjoying everything possibly truly,happy
feel like leaves artistic equivalent crack couch cushions,neutral
feel like character precious,neutral
feel like disadvantages weigh advantages cause unpleasant side effects like nausea drowsiness always effective biggest thing affect baby heart rate make baby less alert birth,sad
feel like earthquake also shaken foundations life work,neutral
feel like saddle got way inhibited power output,sad
feel like sequel ok overrated great many deem,neutral
feel like thing im nervous two kids,neutral
feel like thing call artistic tendency really laziness narcissism justifying strengthening,neutral
feel like uterus angry pouting,angry
feel like theres dangerous chance im pulling quixote blinding rushing windmill eventual marriage future child,neutral
feel like thrilled part experience gives family joy havent sooo long,happy
feel like insecurity good thing first started writing pictured,neutral
feel like im supposed im slowly coming depressed rut phase happy accepting liberation phase,sad
feel like rich people fall category belong see bus,neutral
feel like rushed around trying see things still quite beautiful,neutral
feel like live world people unhappy work dream things lives,happy
feel like rushed weekend,neutral
feel like girls looking gorgeous enjoying early years im fat frumpy invisible,happy
feel like mad sad sing try time,sad
feel like feel mistake time fucked sleep take,neutral
feel like completely satisfied results,neutral
feel listless angry dont know,angry
feel listless sluggish endlessly sad,sad
